Tour,Year,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Harkleroad A.,Groenefeld A.L.,88.0,19.0,317.0,922.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.2,1.61,2.0,1.75,2.12,1.67,2.33,1.699,2.06,1.72
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Li N.,Dominguez Lino L.,16.0,56.0,968.0,421.75,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.11,6,1.11,6.0,1.12,5.65,1.13,7.98,1.11,6.2
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Molik A.,Kanepi K.,141.0,77.0,198.75,344.5,1.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.5,2.5,1.08,7.0,1.5,2.5,1.51,2.81,1.5,2.5
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Safina D.,Fedossova Y.,10.0,148.0,1475.0,188.25,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.08,7.5,1.08,6.95,1.129,8.05,1.12,5.8
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Ivanovic A.,Radwanska A.,14.0,59.0,1108.0,399.25,6.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,Completed,1.14,5,1.12,5.5,1.15,5.0,1.2,5.5,1.17,4.8
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Schnyder P.,Peng S.,9.0,52.0,1578.0,433.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.38,2.9,1.36,3.0,1.424,3.16,1.37,3.0
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Sharapova M.,Rodionova A.,2.0,100.0,3532.0,287.75,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.03,11,1.04,10.0,1.04,9.5,1.04,21.0,1.05,10.0
WTA,2007,5,Melbourne,Australian Open,2007-01-18,Grand Slam,Outdoor,Hard,2nd Round,3,Kostanic J.,Stosur S.,67.0,27.0,378.25,714.0,6.0,4.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,3.75,1.25,3.8,1.24,4.0,1.22,4.4,1.27,4.1,1.22
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Williams S.,Petrova N.,81.0,6.0,331.0,2141.0,1.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.5,1.5,2.5,1.5,2.35,1.55,2.6,1.588,2.5,1.5
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Jankovic J.,Azarenka V.,11.0,94.0,1456.0,299.75,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.08,7,1.1,6.3,1.08,6.95,1.139,7.51,1.12,5.8
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Safarova L.,Yakimova A.,70.0,68.0,370.0,375.5,6.0,3.0,,,,,1.0,0.0,Retired,1.39,2.75,1.4,2.8,1.4,2.8,1.457,2.99,1.4,2.85
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Kuznetsova S.,Kirilenko M.,4.0,28.0,2510.0,609.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.12,5.5,1.02,11.0,1.15,5.0,1.19,5.75,1.16,4.95
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Mauresmo A.,Birnerova E.,3.0,83.0,3460.0,324.75,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.01,13,1.01,15.0,1.02,14.0,1.024,31.0,1.03,12.5
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Dementieva E.,Camerin M.E.,8.0,55.0,1875.0,426.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.14,5,1.2,4.25,1.17,4.65,1.22,5.15,1.18,4.6
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Peer S.,Golovin T.,17.0,23.0,961.0,862.0,3.0,6.0,7.0,5.0,7.0,5.0,2.0,1.0,Completed,1.83,1.83,1.9,1.85,1.87,1.87,1.971,1.935,1.88,1.88
WTA,2007,5,Melbourne,Australian Open,2007-01-19,Grand Slam,Outdoor,Hard,3rd Round,3,Vaidisova N.,Srebotnik K.,12.0,22.0,1428.0,875.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.18,4.5,1.18,4.5,1.234,4.88,1.19,4.45
WTA,2007,5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Sharapova M.,Garbin T.,2.0,33.0,3532.0,582.75,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.03,10,1.03,12.0,1.03,12.5,1.04,20.86,1.04,12.0
WTA,2007,5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Clijsters K.,Bondarenko A.,5.0,34.0,2441.0,576.75,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.02,11,1.04,10.0,1.02,14.0,1.033,24.0,1.02,18.0
WTA,2007,5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Hingis M.,Nakamura A.,7.0,65.0,2063.0,388.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.06,8,1.07,8.0,1.06,7.79,1.077,11.5,1.07,7.9
WTA,2007,5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Zvonareva V.,Ivanovic A.,24.0,14.0,794.0,1108.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.1,1.69,2.2,1.63,2.4,1.667,2.16,1.66
WTA,2007,5,Melbourne,Australian Open,2007-01-20,Grand Slam,Outdoor,Hard,3rd Round,3,Schnyder P.,Molik A.,9.0,141.0,1578.0,198.75,3.0,6.0,6.0,2.0,6.0,0.0,2.0,1.0,Completed,1.39,2.75,1.11,6.0,1.4,2.8,1.483,2.87,1.43,2.73
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,3rd Round,3,Hantuchova D.,Harkleroad A.,18.0,88.0,944.0,317.0,6.0,7.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.39,2.75,1.42,2.75,1.45,2.65,1.485,2.86,1.45,2.65
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,3rd Round,3,Li N.,Safina D.,16.0,10.0,968.0,1475.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.66,2.1,1.69,2.12,1.67,2.12,1.82,1.93,1.83
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,3rd Round,3,Chakvetadze A.,Kostanic J.,13.0,67.0,1258.0,378.25,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,4.5,1.24,3.8,1.2,4.25,1.238,4.8,1.2,4.35
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Safarova L.,Mauresmo A.,70.0,3.0,370.0,3460.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,8.0,1.06,8.0,1.07,7.79,1.06,11.86,1.072,7.4,1.08
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Peer S.,Kuznetsova S.,17.0,4.0,961.0,2510.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.36,3.15,1.33,3.15,1.33,3.31,1.398,2.95,1.38
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Vaidisova N.,Dementieva E.,12.0,8.0,1428.0,1875.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.57,2.25,1.6,2.25,1.67,2.12,1.595,2.58,1.68,2.14
WTA,2007,5,Melbourne,Australian Open,2007-01-21,Grand Slam,Outdoor,Hard,4th Round,3,Williams S.,Jankovic J.,81.0,11.0,331.0,1456.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.75,1.39,2.7,1.43,2.65,1.45,2.94,1.467,2.94,1.38
WTA,2007,5,Melbourne,Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Hingis M.,Li N.,7.0,16.0,2063.0,968.0,4.0,6.0,6.0,3.0,6.0,0.0,2.0,1.0,Completed,1.53,2.37,1.01,14.0,1.5,2.5,1.578,2.63,1.57,2.35
WTA,2007,5,Melbourne,Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Clijsters K.,Hantuchova D.,5.0,18.0,2441.0,944.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.03,11,1.02,13.0,1.03,11.0,1.05,16.0,1.04,11.0
WTA,2007,5,Melbourne,Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Chakvetadze A.,Schnyder P.,13.0,9.0,1258.0,1578.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.8,1.9,1.75,2.0,1.75,2.0,1.781,2.18,1.8,1.96
WTA,2007,5,Melbourne,Australian Open,2007-01-22,Grand Slam,Outdoor,Hard,4th Round,3,Sharapova M.,Zvonareva V.,2.0,24.0,3532.0,794.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5,1.01,15.0,1.15,5.0,1.215,5.25,1.2,4.4
WTA,2007,5,Melbourne,Australian Open,2007-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Vaidisova N.,Safarova L.,12.0,70.0,1428.0,370.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.2,4.5,1.35,3.05,1.361,3.57,1.3,3.4
WTA,2007,5,Melbourne,Australian Open,2007-01-23,Grand Slam,Outdoor,Hard,Quarterfinals,3,Williams S.,Peer S.,81.0,17.0,331.0,961.0,3.0,6.0,6.0,2.0,8.0,6.0,2.0,1.0,Completed,1.39,2.75,1.3,3.5,1.4,2.8,1.45,3.02,1.4,2.88
WTA,2007,5,Melbourne,Australian Open,2007-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Chakvetadze A.,2.0,13.0,3532.0,1258.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5,1.04,9.0,1.15,5.0,1.198,5.54,1.16,5.0
WTA,2007,5,Melbourne,Australian Open,2007-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,3,Clijsters K.,Hingis M.,5.0,7.0,2441.0,2063.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.16,4.5,1.6,2.35,1.17,4.65,1.225,5.05,1.2,4.4
WTA,2007,5,Melbourne,Australian Open,2007-01-25,Grand Slam,Outdoor,Hard,Semifinals,3,Williams S.,Vaidisova N.,81.0,12.0,331.0,1428.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.8,2.0,1.75,1.95,1.8,2.12,1.82,1.92,1.86
WTA,2007,5,Melbourne,Australian Open,2007-01-25,Grand Slam,Outdoor,Hard,Semifinals,3,Sharapova M.,Clijsters K.,2.0,5.0,3532.0,2441.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.9,1.9,2.0,1.75,1.91,1.83,1.98,1.885,1.9,1.85
WTA,2007,5,Melbourne,Australian Open,2007-01-27,Grand Slam,Outdoor,Hard,The Final,3,Williams S.,Sharapova M.,81.0,2.0,331.0,3532.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,2.87,1.39,2.85,1.4,2.9,1.38,3.04,1.446,2.75,1.43
WTA,2007,29,Paris,French Open,2007-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Williams S.,Pironkova T.,8.0,91.0,1880.0,325.75,5.0,7.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.02,12,1.04,12.0,1.03,10.0,1.04,21.0,1.03,12.0
WTA,2007,29,Paris,French Open,2007-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Safina D.,Fedak Y.,11.0,109.0,1798.0,284.75,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.06,8,1.1,6.3,1.08,6.91,1.1,9.0,1.12,5.8
WTA,2007,29,Paris,French Open,2007-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Paszek T.,Nakamura A.,72.0,78.0,391.75,372.5,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.16,4.5,1.17,4.65,1.18,4.5,1.194,5.65,1.18,4.6
WTA,2007,29,Paris,French Open,2007-05-27,Grand Slam,Outdoor,Clay,1st Round,3,Henin J.,Vesnina E.,1.0,65.0,4119.0,418.75,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.01,15,1.02,13.0,1.01,15.0,1.02,36.0,1.02,14.0
WTA,2007,29,Paris,French Open,2007-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Li N.,Kloesel S.,18.0,88.0,1286.0,330.5,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.3,1.1,6.25,1.114,8.55,1.12,5.85
WTA,2007,29,Paris,French Open,2007-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Krajicek M.,Bremond S.,40.0,34.0,550.0,619.25,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.28,3.5,1.3,3.35,1.3,3.3,1.364,3.55,1.27,3.6
WTA,2007,29,Paris,French Open,2007-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Williams V.,Cornet A.,27.0,118.0,801.0,264.5,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9,1.07,8.0,1.06,7.91,1.093,9.71,1.07,8.0
WTA,2007,29,Paris,French Open,2007-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Harkleroad A.,Wozniak A.,80.0,84.0,370.0,353.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,3.25,1.33,2.8,1.4,3.05,1.35,3.33,1.395,2.85,1.4
WTA,2007,29,Paris,French Open,2007-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Stosur S.,Jackson J.,30.0,98.0,767.0,315.5,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.12,5.65,1.15,5.0,1.167,6.4,1.15,5.2
WTA,2007,29,Paris,French Open,2007-05-28,Grand Slam,Outdoor,Clay,1st Round,3,Garbin T.,Morigami A.,22.0,49.0,921.0,505.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.53,2.37,1.5,2.5,1.5,2.5,1.621,2.51,1.55,2.4
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Johansson M.,Groenefeld A.L.,126.0,57.0,252.5,456.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,2.62,1.44,2.65,1.45,2.5,1.5,2.75,1.541,2.55,1.48
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Peschke K.,Petrova N.,182.0,12.0,161.0,1772.0,7.0,5.0,5.0,7.0,6.0,0.0,2.0,1.0,Completed,10.0,1.04,9.0,1.06,7.91,1.06,14.0,1.061,8.5,1.06
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Llagostera Vives N.,Smashnova-Pistolesi A.,267.0,135.0,96.0,238.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.4,2.75,,,,,1.61,2.55,,
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Parmentier P.,Koryttseva M.,155.0,257.0,198.5,102.0,6.0,4.0,3.0,6.0,7.0,5.0,2.0,1.0,Completed,2.37,1.53,2.35,1.55,2.3,1.57,2.58,1.595,2.35,1.57
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Amanmuradova A.,King V.,210.0,74.0,138.0,388.5,7.0,6.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.61,2.2,1.6,2.25,1.57,2.3,1.613,2.53,1.67,2.15
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Santangelo M.,Radwanska A.,31.0,38.0,733.0,569.5,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,1.9,1.85,2.0,1.75,2.19,1.775,1.92,1.84
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Jankovic J.,Foretz S.,5.0,143.0,2727.0,216.75,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.01,13,1.02,13.0,1.02,13.0,1.017,41.0,1.02,12.0
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Vaidisova N.,Gagliardi E.,10.0,110.0,1813.0,282.75,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9,1.08,7.0,1.06,7.91,1.074,11.5,1.05,10.0
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Dementieva E.,Kerber A.,14.0,93.0,1740.0,325.25,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,,,1.06,7.91,1.06,14.0,,
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Sequera M.,Razzano V.,69.0,62.0,408.0,433.0,5.0,7.0,6.0,3.0,9.0,7.0,2.0,1.0,Completed,2.75,1.39,2.3,1.58,2.4,1.53,2.58,1.595,2.5,1.5
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Castano C.,Laine E.,99.0,141.0,311.5,222.75,1.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.22,4,1.18,4.5,1.28,3.46,1.24,4.77,1.24,3.9
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Tanasugarn T.,Dellacqua C.,68.0,119.0,411.5,264.0,6.0,3.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,2.0,1.72,2.0,1.75,2.2,1.63,2.22,1.758,2.15,1.67
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Schiavone F.,Meusburger Y.,28.0,96.0,796.0,322.25,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.35,3.05,1.392,3.35,1.37,3.0
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Kirilenko M.,Camerin M.E.,44.0,64.0,541.0,425.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.8,1.9,1.95,1.8,1.85,1.9,1.917,1.99,1.93,1.83
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Cohen Aloro S.,Yakimova A.,519.0,112.0,29.75,278.5,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,,,1.85,1.9,1.72,2.05,1.893,2.02,1.75,2.03
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Obziler T.,Czink M.,95.0,123.0,325.0,257.5,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.53,2.4,1.63,2.2,1.667,2.4,1.67,2.15
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Perry S.,Sanchez O.,71.0,178.0,392.0,163.0,3.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.53,2.37,1.53,2.4,1.53,2.4,1.637,2.47,1.54,2.4
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Bacsinszky T.,Zheng J.,125.0,52.0,254.0,480.75,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,2.0,1.72,1.9,1.85,2.0,1.75,2.11,1.826,1.88,1.88
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Bartoli M.,Rezai A.,21.0,43.0,981.0,541.5,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4,1.22,4.0,1.91,1.83,2.06,1.862,1.25,3.8
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Bammer S.,Vinci R.,25.0,54.0,866.0,475.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4,1.22,4.0,1.25,3.75,1.3,4.03,1.25,3.8
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Savchuk O.,Shvedova Y.,136.0,77.0,232.5,375.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.72,2,1.69,2.1,1.72,2.05,,,1.84,1.92
WTA,2007,29,Paris,French Open,2007-05-29,Grand Slam,Outdoor,Clay,1st Round,3,Petkovic A.,Gajdosova J.,150.0,86.0,205.75,341.75,4.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,1.72,2.05,1.87,1.87,1.92,1.99,,
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Peer S.,Kanepi K.,17.0,55.0,1388.0,468.75,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9,1.08,7.0,1.1,6.25,1.088,10.4,1.1,6.75
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Dushevina V.,Pin C.,81.0,75.0,368.75,386.25,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.39,2.75,1.5,2.5,1.45,2.65,1.493,2.83,1.48,2.58
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Srebotnik K.,Rodionova A.,20.0,66.0,1000.0,417.5,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.16,4.5,1.15,5.0,1.2,4.2,1.204,5.39,1.23,4.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Gallovits E.,Bardina V.,104.0,60.0,302.0,444.75,6.0,0.0,4.0,0.0,,,1.0,0.0,Retired,1.5,2.5,1.46,2.6,1.5,2.5,1.637,2.47,1.55,2.4
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Sharapova M.,Loit E.,2.0,41.0,3453.0,548.5,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.11,6,1.1,6.3,1.13,5.48,1.177,6.15,1.14,5.3
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Dechy N.,Wozniacki C.,46.0,106.0,526.0,293.5,6.0,2.0,6.0,7.0,6.0,0.0,2.0,1.0,Completed,1.44,2.62,1.48,2.55,1.5,2.5,1.515,2.79,1.44,2.7
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Kuznetsova S.,Bychkova E.,3.0,79.0,3032.0,372.25,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.02,12,1.05,9.0,1.04,9.25,1.035,22.0,1.03,12.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Sugiyama A.,Birnerova E.,26.0,83.0,847.0,353.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.19,4.33,1.24,3.8,1.22,4.0,1.22,5.15,1.19,4.5
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Ivanovic A.,Arvidsson S.,7.0,121.0,1906.0,262.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.03,11,1.05,9.0,1.05,8.5,1.042,19.53,1.04,11.0
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Szavay A.,Kremer A.,102.0,111.0,307.25,280.0,7.0,5.0,6.0,2.0,,,2.0,0.0,Completed,1.33,3.25,1.33,3.15,1.26,3.6,1.331,3.72,1.32,3.25
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Likhovtseva E.,Chan Y.J.,56.0,53.0,460.0,480.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,2.15,1.66,2.12,1.67,2.21,1.763,2.1,1.7
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Knapp K.,Azarenka V.,85.0,48.0,347.25,508.5,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,4.0,1.22,4.5,1.18,3.75,1.25,5.05,1.225,4.35,1.2
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Craybas J.,Dominguez Lino L.,73.0,59.0,390.5,447.0,6.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,3.25,1.33,2.9,1.38,3.05,1.35,3.2,1.417,3.2,1.33
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Medina Garrigues A.,Lepchenko V.,23.0,97.0,880.0,321.0,6.0,1.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.05,9,1.1,6.3,1.08,6.91,1.093,9.8,1.06,8.5
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Bondarenko A.,Benesova I.,24.0,82.0,874.5,362.5,6.0,0.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6,1.13,5.4,1.15,5.0,1.141,7.38,1.13,5.6
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Shaughnessy M.,Myskina A.,61.0,51.0,434.0,481.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.65,1.5,2.5,1.592,2.59,1.47,2.6
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Chakvetadze A.,Molik A.,9.0,58.0,1866.0,452.75,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.3,1.08,6.91,1.1,9.0,1.1,6.75
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Poutchek T.,Fedossova Y.,101.0,115.0,307.5,271.5,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.75,2.0,1.8,1.95,1.885,2.03,1.82,1.94
WTA,2007,29,Paris,French Open,2007-05-30,Grand Slam,Outdoor,Clay,1st Round,3,Safarova L.,Beygelzimer Y.,29.0,120.0,791.0,263.25,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10,1.08,7.0,1.06,7.91,1.077,11.5,1.06,8.5
